PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",15,1756303062252,1756303062300,i,73, monthly, physical-keyboard,11
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",16,1756303062525,1756303062588,n,78, monthly, physical-keyboard,12
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",17,1756303062661,1756303062804,t,84, monthly, physical-keyboard,13
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",18,1756303062789,1756303062836,i,73, monthly, physical-keyboard,14
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",19,1756303063028,1756303063076,n,78, monthly, physical-keyboard,15
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",20,1756303063133,1756303063212,g,71, monthly, physical-keyboard,16
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",21,1756303063301,1756303063349, ,32, monthly, physical-keyboard,17
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",22,1756303063557,1756303063612,l,76, monthly, physical-keyboard,18
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",23,1756303063813,1756303063869,i,73, monthly, physical-keyboard,19
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",24,1756303063997,1756303064053,k,75, monthly, physical-keyboard,20
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",25,1756303064093,1756303064189,e,69, monthly, physical-keyboard,21
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",26,1756303064300,1756303064356, ,32, monthly, physical-keyboard,22
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",27,1756303064604,1756303064676,i,73, monthly, physical-keyboard,23
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",28,1756303064877,1756303064932,m,77, monthly, physical-keyboard,24
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",29,1756303064996,1756303065100,a,65, monthly, physical-keyboard,25
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",30,1756303065165,1756303065229,g,71, monthly, physical-keyboard,26
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",31,1756303065349,1756303065469,e,69, monthly, physical-keyboard,27
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",32,1756303066069,1756303066229, ,32, monthly, physical-keyboard,28
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",33,1756303068445,1756303068500,h,72, monthly, physical-keyboard,29
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",34,1756303068533,1756303068661,a,65, monthly, physical-keyboard,30
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",35,1756303068717,1756303068764,v,86, monthly, physical-keyboard,31
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",36,1756303068957,1756303069005,i,73, monthly, physical-keyboard,32
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",37,1756303069236,1756303069292,n,78, monthly, physical-keyboard,33
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",38,1756303069356,1756303069436,g,71, monthly, physical-keyboard,34
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",39,1756303069612,1756303069668, ,32, monthly, physical-keyboard,35
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",40,1756303069967,1756303070117,a,65, monthly, physical-keyboard,36
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",41,1756303070269,1756303070332, ,32, monthly, physical-keyboard,37
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",42,1756303073045,1756303073164,r,82, monthly, physical-keyboard,38
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",43,1756303073173,1756303073236,i,73, monthly, physical-keyboard,39
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",44,1756303073437,1756303073493,v,86, monthly, physical-keyboard,40
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",45,1756303073533,1756303073612,e,69, monthly, physical-keyboard,41
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",46,1756303073749,1756303073829,r,82, monthly, physical-keyboard,42
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",47,1756303073933,1756303074005, ,32, monthly, physical-keyboard,43
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",48,1756303074260,1756303074380,s,83, monthly, physical-keyboard,44
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",49,1756303074476,1756303074540,t,84, monthly, physical-keyboard,45
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",50,1756303074701,1756303074796,r,82, monthly, physical-keyboard,46
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",51,1756303075149,1756303075228,e,69, monthly, physical-keyboard,47
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",52,1756303075661,1756303075772,a,65, monthly, physical-keyboard,48
663378460f834e9670d1508c,image-to-prompt,1,7,1,Create a painting like image having a river stream in the middle with 4 ducks going from left to right side of the bank. The two banks have green coniferous trees and green grass. Soil and rocks is also slightly visible near camera.It is daylight scenario with fluffy clouds visible at sky at distance. Drawing is in potrait mode. The trees and clouds shadow falls on river.Image should look like taken from low angle,"[38,64];[72,120];[125,178];[238,255];[261,301];[335,374];[317,329]","[9,28];[387,417];[180,231];[70,71]",53,1756303076109,1756303076173,m,77, monthly, physical-keyboard,49
