PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",10,1756245121965,1756245122061, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",11,1756245125005,1756245125077,a,65, never, physical-keyboard,9
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",12,1756245125133,1756245125253, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",13,1756245125389,1756245125533,w,87, never, physical-keyboard,11
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",14,1756245125574,1756245125589,a,65, never, physical-keyboard,12
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",15,1756245126389,1756245126477,t,84, never, physical-keyboard,13
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",16,1756245126517,1756245126589,e,69, never, physical-keyboard,14
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",17,1756245126621,1756245126669,r,82, never, physical-keyboard,15
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",18,1756245127021,1756245127085,f,70, never, physical-keyboard,16
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",19,1756245127069,1756245127133,a,65, never, physical-keyboard,17
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",20,1756245127229,1756245127317,l,76, never, physical-keyboard,18
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",21,1756245127397,1756245127469,l,76, never, physical-keyboard,19
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",22,1756245128398,1756245128477,a,65, never, physical-keyboard,21
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",23,1756245128741,1756245128805,t,84, never, physical-keyboard,22
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",24,1756245129141,1756245129213,Backspace,8, never, physical-keyboard,22
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",25,1756245129301,1756245129405,Backspace,8, never, physical-keyboard,21
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",26,1756245129461,1756245129565, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",27,1756245129557,1756245129637,a,65, never, physical-keyboard,21
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",28,1756245129661,1756245129749,t,84, never, physical-keyboard,22
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",29,1756245129797,1756245129901, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",30,1756245130117,1756245130197,t,84, never, physical-keyboard,24
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",31,1756245130213,1756245130269,h,72, never, physical-keyboard,25
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",32,1756245130317,1756245130397,e,69, never, physical-keyboard,26
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",33,1756245130437,1756245130541, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",34,1756245132221,1756245132285,r,82, never, physical-keyboard,28
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",35,1756245132373,1756245132453,i,73, never, physical-keyboard,29
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",36,1756245132501,1756245132573,g,71, never, physical-keyboard,30
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",37,1756245135413,1756245135461,h,72, never, physical-keyboard,31
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",38,1756245135525,1756245135589,t,84, never, physical-keyboard,32
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",39,1756245136397,1756245136501,s,83, never, physical-keyboard,34
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",40,1756245136589,1756245136669,i,73, never, physical-keyboard,35
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",41,1756245136773,1756245136918,d,68, never, physical-keyboard,36
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",42,1756245136861,1756245136957,e,69, never, physical-keyboard,39
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",43,1756245137821,1756245137893,Backspace,8, never, physical-keyboard,39
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",44,1756245138317,1756245138405,Backspace,8, never, physical-keyboard,36
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",45,1756245138533,1756245138629,Backspace,8, never, physical-keyboard,35
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",46,1756245139341,1756245139429,Backspace,8, never, physical-keyboard,34
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",47,1756245139509,1756245139621, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",48,1756245139613,1756245139717,s,83, never, physical-keyboard,34
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",49,1756245139781,1756245139861,i,73, never, physical-keyboard,35
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",50,1756245139909,1756245140037,d,68, never, physical-keyboard,36
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",51,1756245140021,1756245140101,e,69, never, physical-keyboard,39
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",52,1756245140038,1756245140085,w,87, never, physical-keyboard,40
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",53,1756245140301,1756245140429, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",54,1756245140629,1756245140685,Backspace,8, never, physical-keyboard,40
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",55,1756245140781,1756245140901,Backspace,8, never, physical-keyboard,39
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",56,1756245141253,1756245141301, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",57,1756245141357,1756245141429,o,79, never, physical-keyboard,39
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",58,1756245141477,1756245141533,f,70, never, physical-keyboard,40
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",59,1756245141605,1756245141693, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",60,1756245142053,1756245142101,t,84, never, physical-keyboard,42
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",61,1756245142133,1756245142181,h,72, never, physical-keyboard,43
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",62,1756245142237,1756245142293,e,69, never, physical-keyboard,44
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",63,1756245142349,1756245142469, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",64,1756245143141,1756245143221,i,73, never, physical-keyboard,46
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",65,1756245143381,1756245143461,m,77, never, physical-keyboard,47
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",66,1756245143509,1756245143605,a,65, never, physical-keyboard,48
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",67,1756245143717,1756245143805,g,71, never, physical-keyboard,49
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",68,1756245143789,1756245143869,e,69, never, physical-keyboard,50
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",69,1756245144549,1756245144645, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",70,1756245145245,1756245145317,a,65, never, physical-keyboard,52
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",71,1756245145349,1756245145397,n,78, never, physical-keyboard,53
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",72,1756245145429,1756245145485,d,68, never, physical-keyboard,54
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",73,1756245145597,1756245145685, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",74,1756245145933,1756245145997,a,65, never, physical-keyboard,56
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",75,1756245146517,1756245146573,n,78, never, physical-keyboard,57
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",76,1756245146869,1756245146949, ,32, never, physical-keyboard,-1
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",77,1756245147061,1756245147125,a,65, never, physical-keyboard,59
5f600669b846780f0fe45709,prompt-to-image,0,5,5,There is a waterfall at the right side of the image and an active volcano in the left side. Both water falling from the waterfall and the lava running from the volcano cross with each other in the middle creating a statue of a goddess,"[11,38];[66,90];[213,234];[160,167];[120,129]","[59,65];[168,203];[138,150];[97,110]",78,1756245147310,1756245147341,c,67, never, physical-keyboard,60
