PARTICIPANT_ID,EXPERIMENTTYPE,EXPERIMENTATTEMPT,TOTALATTEMPTCOUNT,LATINSQUARETYPE,PROMPT,CONFIDENT,UNCONFIDENT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE,FREQUENCY,INPUTMETHOD,PROMPT_CHAR,CONFIDENT_MARKED_CHAR,UNCONFIDENT_MARKED_CHAR,WORD,D1U1,D1D2,U1U2,D1U2
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",10,1756253433430,1756253433573,a,65, daily, physical-keyboard,9,1,0,1,143.0,151.0,207.0,178.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",11,1756253433516,1756253433608, ,32, daily, physical-keyboard,10,1,0,0,92.0,86.0,35.0,210.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",12,1756253433626,1756253433726,s,83, daily, physical-keyboard,11,1,0,1,100.0,110.0,118.0,351.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",13,1756253433845,1756253433977,t,84, daily, physical-keyboard,12,1,0,1,132.0,219.0,251.0,259.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",14,1756253433965,1756253434104,o,79, daily, physical-keyboard,13,1,0,1,139.0,120.0,127.0,213.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",15,1756253434082,1756253434178,r,82, daily, physical-keyboard,14,1,0,1,96.0,117.0,74.0,320.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",16,1756253434285,1756253434402,y,89, daily, physical-keyboard,15,1,0,1,117.0,203.0,224.0,213.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",17,1756253434392,1756253434498, ,32, daily, physical-keyboard,16,1,0,0,106.0,107.0,96.0,324.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",18,1756253434557,1756253434716,a,65, daily, physical-keyboard,17,1,0,1,159.0,165.0,218.0,203.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",19,1756253434668,1756253434760,b,66, daily, physical-keyboard,18,1,0,1,92.0,111.0,44.0,280.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",20,1756253434849,1756253434948,o,79, daily, physical-keyboard,19,1,0,1,99.0,181.0,188.0,321.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",21,1756253435061,1756253435170,u,85, daily, physical-keyboard,20,1,0,1,109.0,212.0,222.0,258.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",22,1756253435187,1756253435319,t,84, daily, physical-keyboard,21,1,0,1,132.0,126.0,149.0,253.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",23,1756253435328,1756253435440, ,32, daily, physical-keyboard,22,1,0,0,112.0,141.0,121.0,1405.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",24,1756253436559,1756253436733,a,65, daily, physical-keyboard,23,1,0,1,174.0,1231.0,1293.0,296.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",25,1756253436753,1756253436855, ,32, daily, physical-keyboard,24,1,0,0,102.0,194.0,122.0,352.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",26,1756253436973,1756253437105,m,77, daily, physical-keyboard,25,1,0,1,132.0,220.0,250.0,301.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",27,1756253437089,1756253437274,a,65, daily, physical-keyboard,26,1,0,1,185.0,116.0,169.0,253.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",28,1756253437235,1756253437342,n,78, daily, physical-keyboard,27,1,0,1,107.0,146.0,68.0,305.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",29,1756253437443,1756253437540, ,32, daily, physical-keyboard,28,1,1,0,97.0,208.0,198.0,2192.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",30,1756253439524,1756253439635,t,84, daily, physical-keyboard,29,0,1,1,111.0,2081.0,2095.0,413.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",31,1756253439806,1756253439937,a,65, daily, physical-keyboard,29,0,1,1,131.0,282.0,302.0,465.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",32,1756253440172,1756253440271,Backspace,8, daily, physical-keyboard,29,0,1,1,99.0,366.0,334.0,476.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",33,1756253440536,1756253440648,a,65, daily, physical-keyboard,29,0,1,1,112.0,364.0,377.0,424.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",34,1756253440900,1756253440960,NumLock,144, daily, physical-keyboard,-1,0,0,0,60.0,364.0,312.0,354.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",35,1756253441117,1756253441254,h,72, daily, physical-keyboard,29,0,1,1,137.0,217.0,294.0,769.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",36,1756253441787,1756253441886,Backspace,8, daily, physical-keyboard,29,0,1,1,99.0,670.0,632.0,279.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",37,1756253441979,1756253442066,Backspace,8, daily, physical-keyboard,29,0,1,1,87.0,192.0,180.0,1025.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",38,1756253442887,1756253443004,h,72, daily, physical-keyboard,29,0,1,1,117.0,908.0,938.0,299.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",39,1756253443018,1756253443186,a,65, daily, physical-keyboard,29,0,1,1,168.0,131.0,182.0,334.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",40,1756253443205,1756253443352,t,84, daily, physical-keyboard,29,0,1,1,147.0,187.0,166.0,1364.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",41,1756253444010,1756253444569,Backspace,8, daily, physical-keyboard,29,0,1,1,559.0,805.0,1217.0,1042.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",42,1756253444524,1756253445052,Backspace,8, daily, physical-keyboard,29,0,1,1,528.0,514.0,483.0,9233.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",43,1756253444555,1756253453757,Backspace,8, daily, physical-keyboard,29,0,1,1,9202.0,31.0,8705.0,9535.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",44,1756253444931,1756253454090,Backspace,8, daily, physical-keyboard,29,0,1,1,9159.0,376.0,333.0,313.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",45,1756253445093,1756253445244,a,65, daily, physical-keyboard,29,0,1,1,151.0,162.0,,332.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",46,1756253445334,1756253445425,c,67, daily, physical-keyboard,30,0,1,1,91.0,241.0,181.0,349.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",47,1756253445517,1756253445683,c,67, daily, physical-keyboard,31,0,1,1,166.0,183.0,258.0,507.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",48,1756253445864,1756253446024,i,73, daily, physical-keyboard,32,0,1,1,160.0,347.0,341.0,228.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",49,1756253446005,1756253446092,d,68, daily, physical-keyboard,33,0,1,1,87.0,141.0,68.0,279.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",50,1756253446162,1756253446284,e,69, daily, physical-keyboard,34,0,1,1,122.0,157.0,192.0,375.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",51,1756253446353,1756253446537,n,78, daily, physical-keyboard,35,0,1,1,184.0,191.0,253.0,319.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",52,1756253446577,1756253446672,t,84, daily, physical-keyboard,36,0,1,1,95.0,224.0,135.0,288.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",53,1756253446723,1756253446865,a,65, daily, physical-keyboard,37,0,1,1,142.0,146.0,193.0,320.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",54,1756253446915,1756253447043,l,76, daily, physical-keyboard,38,0,1,1,128.0,192.0,178.0,569.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",55,1756253447347,1756253447484,l,76, daily, physical-keyboard,39,0,1,1,137.0,432.0,441.0,233.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",56,1756253447473,1756253447580,y,89, daily, physical-keyboard,40,0,1,1,107.0,126.0,96.0,253.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",57,1756253447630,1756253447726, ,32, daily, physical-keyboard,41,0,1,0,96.0,157.0,146.0,506.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",58,1756253448039,1756253448136,h,72, daily, physical-keyboard,42,0,1,1,97.0,409.0,410.0,164.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",59,1756253448116,1756253448203,a,65, daily, physical-keyboard,42,0,1,1,87.0,77.0,67.0,324.0
6672fea3fe6378e257b6ef25,prompt-to-text,0,5,7,"Generate a story about a man accidentally accepting to have an affair with his boss without noticing until it was too late and the gossip had already spread out, it should include only people in his office, no family involved, it should be dramatic but still plausible, make it engaging so people feel seen while reading it","[0,28];[52,83];[101,122];[122,160];[162,248]","[28,51];[83,101];[249,268];[269,323]",60,1756253448323,1756253448440,v,86, daily, physical-keyboard,42,0,1,1,117.0,207.0,237.0,192.0
